"LANGUAGE","Nederlands",""
"MOD_DESCRIPTION","Voegt aangepaste radiostations toe aan het spel",""
"WHATSNEW_L1","Dit bericht is alleen om je te laten weten dat de mod is bijgewerkt.",""
"WHATSNEW_L2","Voor een gedetailleerde lijst van wijzigingen, bezoek de Steam Workshop of GitHub.",""
"WHATSNEW_L3","Bedankt voor je gebruik en steun!",""
"ERROR","Oeps! Er is iets misgegaan:",""
"ERROR_COPY","Kopiëren",""
"ERROR_SUPPORT","Ondersteuning",""
"TAB_INFO","Info",""
"TAB_CHANNELS","Kanalen",""
"TAB_CONT","Inhoud",""
"TAB_SHORTCUTS","Sneltoetsen",""
"TAB_UI","Gebruikersinterface",""
"PERF","Prestaties",""
"PERF_TIP","Als je prestatieproblemen hebt, kun je proberen functies uit te schakelen
gemarkeerd met een asterisk (*).",""
"CHANNELS_CONT","Kanalen & Inhoud",""
"CHANNELS_CONT_TIP","Je kunt je eigen kanalen of muziek toevoegen door muziekpakketten te installeren,
stationconfiguraties of muziekbestanden in de map ""CSLMusicMod_Music"" te plaatsen
of in de map met de standaard radio-inhoud.",""
"TRBL","Probleemoplossing",""
"TRBL_TIP","Je kunt informatie vinden in de CSL Music Mod Wiki en het Steam Workshop-item.
Vergeet niet de onderstaande instelling in te schakelen als je een log wilt aanleveren.",""
"VANILLA_CHANNELS","Beheer standaardkanalen",""
"MUSIC_PACKS","Muziekpakketten (Herladen vereist)",""
"ENABLE_MUSIC_PACKS","Gebruik muziek uit muziekpakketten",""
"CREATE_CHANNELS_FROM_LEGACY","Maak kanalen van ongebruikte muziekbestanden",""
"CHANNEL_ALL_CONT","Kanaal met alle inhoud (Herladen vereist)",""
"CREATE_MIX_CHANNEL","Maak ""CSLMusic Mix"" kanaal",""
"INCLUDE_VANILLA_SONGS","Standaardnummers opnemen",""
"INCLUDE_MUSIC","Muziek opnemen",""
"INCLUDE_BLURBS","Jingles opnemen",""
"INCLUDE_TALKS","Praatprogramma's opnemen",""
"INCLUDE_COMMERCIALS","Reclames opnemen",""
"INCLUDE_BROADCASTS","Uitzendingen opnemen",""
"ADD_FEAT","Extra functies",""
"DISABLED_CONT","Inhoud kan worden uitgeschakeld",""
"CONT_SENS","Contextgevoelige inhoud",""
"SMOOTH_TRANS","Vloeiende overgangen",""
"ADD_CONT_TO_VANILLA","Breid standaardstations uit met aangepaste inhoud (Herladen vereist)",""
"RESET_DISABLED","Uitgeschakelde inhoud resetten",""
"RADIO_CONT","Radiozender inhoud (Herladen vereist)",""
"ENABLE_MUSIC","Muziek inschakelen",""
"ENABLE_BLURBS","Jingles inschakelen",""
"ENABLE_TALKS","Praatprogramma's inschakelen",""
"ENABLE_COMMERCIALS","Reclames inschakelen",""
"ENABLE_BROADCASTS","Uitzendingen inschakelen",""
"SHOUTCUT_OPENPLAYLIST","Afspeellijst en instellingen openen",""
"SHOUTCUT_NEXTTRACK","Volgend nummer",""
"SHOUTCUT_NEXTSTATION","Volgend station",""
"ENABLE_PLAYLIST","Afspeellijst inschakelen*",""
"IMPROVED_RADIO_SELECTION","Verbeterde radiostationselectie (Herladen vereist)",""
"OPEN_DIR","Open stationdirectoryknop",""
"DISABLE_CONT_CHECKBOXES","Selectievakjes om inhoud uit te schakelen",""
"VOLUMESLIDER","Sleep om het muziekvolume te wijzigen",""
"SORT_ASCEND","Oplopend sorteren",""
"SORT_DESCEND","Aflopend sorteren",""
"CLOSE_PANEL","Dit paneel sluiten",""
"SHOW_PLAYLIST","Toont/verbergt de afspeellijst",""
"BUTTON_OPENDIR","Open map met het radiostation.",""
"NOT_RADIO","Dit kanaal is geen radiozender. Je aangepaste muziek is te vinden in ""Door gebruiker gedefinieerd"", ""CSLMusic Mix"" en kanalen gemaakt door muziekpakketten.",""
"NO_RESULTS","Geen resultaten gevonden.",""
"DISABLE_CONT_CHECKBOXES_TIP","Dubbelklik om een item uit te schakelen.",""
"USERDEFINED","Door gebruiker gedefinieerd",""
"CSLMUSIC_MIX","CSLMusic Mix",""
"RESET_SETTINGS","Instellingen resetten",""
