"LANGUAGE","繁體中文",""
"MOD_DESCRIPTION","為遊戲增加自訂廣播電台",""
"WHATSNEW_L1","此消息只是為了讓您知曉模組已經更新。",""
"WHATSNEW_L2","請訪問創意工坊或GitHub以獲取詳細更新日誌。",""
"WHATSNEW_L3","感謝您的使用及支持！",""
"ERROR","哎呀，出了點問題。",""
"ERROR_COPY","複製",""
"ERROR_SUPPORT","支援",""
"TAB_INFO","資訊",""
"TAB_CHANNELS","頻道",""
"TAB_CONT","內容",""
"TAB_SHORTCUTS","快捷鍵",""
"TAB_UI","界面",""
"PERF","效能",""
"PERF_TIP","若遇到效能問題，可嘗試停用標有星號(*)的設定項目。",""
"CHANNELS_CONT","頻道與內容",""
"CHANNELS_CONT_TIP","你可透過安裝音樂包、將電台設定檔或音樂檔案放入 “CSLMusicMod_Music” 資料夾
或放入包含原版廣播內容的資料夾以新增自訂頻道或音樂。",""
"TRBL","故障排除",""
"TRBL_TIP","可在 CSL Music Mod 維基和 Steam 創意工坊頁面上查看相關資訊。
如需提交日誌文件，請務必啟用 「啟用詳細的除錯記錄」。",""
"VANILLA_CHANNELS","管理原版頻道",""
"MUSIC_PACKS","音樂包（需要重新載入）",""
"ENABLE_MUSIC_PACKS","使用音樂包內的音樂",""
"CREATE_CHANNELS_FROM_LEGACY","從未使用的音樂檔案創建頻道",""
"CHANNEL_ALL_CONT","全內容頻道（需重新載入）",""
"CREATE_MIX_CHANNEL","創建「天際線音樂混搭」頻道",""
"INCLUDE_VANILLA_SONGS","包含原版歌曲",""
"INCLUDE_MUSIC","包含音樂",""
"INCLUDE_BLURBS","包含台呼",""
"INCLUDE_TALKS","包含談話節目",""
"INCLUDE_COMMERCIALS","包含廣告",""
"INCLUDE_BROADCASTS","包含廣播",""
"ADD_FEAT","附加功能",""
"DISABLED_CONT","內容可停用",""
"CONT_SENS","情境感知內容",""
"SMOOTH_TRANS","平滑過渡",""
"ADD_CONT_TO_VANILLA","使用自訂內容擴充原版電台（需要重新載入）",""
"RESET_DISABLED","重置已停用內容",""
"RADIO_CONT","電台內容（需要重新載入）",""
"ENABLE_MUSIC","啟用音樂",""
"ENABLE_BLURBS","啟用台呼",""
"ENABLE_TALKS","啟用談話節目",""
"ENABLE_COMMERCIALS","啟用廣告",""
"ENABLE_BROADCASTS","啟用廣播",""
"SHOUTCUT_OPENPLAYLIST","開啟播放清單和設定",""
"SHOUTCUT_NEXTTRACK","下一曲",""
"SHOUTCUT_NEXTSTATION","下一站",""
"ENABLE_PLAYLIST","啟用播放清單*",""
"IMPROVED_RADIO_SELECTION","增強電台選擇（需要重新加載）",""
"OPEN_DIR","開啟電台目錄按鈕（需要重新載入）",""
"DISABLE_CONT_CHECKBOXES","內容禁用複選框",""
"VOLUMESLIDER","拖曳調整音樂音量",""
"SORT_ASCEND","升序排序",""
"SORT_DESCEND","降序排序 ",""
"CLOSE_PANEL","關閉此面板",""
"SHOW_PLAYLIST","顯示/隱藏播放列表",""
"BUTTON_OPENDIR","打開電台所在資料夾",""
"NOT_RADIO","目前頻道非廣播頻道。你的自訂音樂可以在「由使用者定義」、
「天際線音樂混搭」及音樂包創建的頻道中找到。",""
"NO_RESULTS","未找到結果。",""
"DISABLE_CONT_CHECKBOXES_TIP","雙擊可禁用條目。",""
"USERDEFINED","由使用者定義",""
"CSLMUSIC_MIX","天際線音樂混搭",""
