"LANGUAGE","日本語",""
"MOD_DESCRIPTION","ゲームにカスタムラジオ局を追加します",""
"WHATSNEW_L1","このメッセージは、MODが更新されたことをお知らせするものです。",""
"WHATSNEW_L2","変更点の詳細なリストについては、Steam WorkshopまたはGitHubをご覧ください。",""
"WHATSNEW_L3","ご利用とサポートに感謝します！",""
"ERROR","おっと！何か問題が発生しました：",""
"ERROR_COPY","コピー",""
"ERROR_SUPPORT","サポート",""
"TAB_INFO","情報",""
"TAB_CHANNELS","チャンネル",""
"TAB_CONT","コンテンツ",""
"TAB_SHORTCUTS","ショートカット",""
"TAB_UI","ユーザーインターフェース",""
"PERF","パフォーマンス",""
"PERF_TIP","パフォーマンスに問題がある場合は、アスタリスク (*) でマークされた機能を無効にしてみてください。",""
"CHANNELS_CONT","チャンネルとコンテンツ",""
"CHANNELS_CONT_TIP","音楽パックをインストールするか、ステーション設定ファイルや音楽ファイルを「CSLMusicMod_Music」フォルダー、またはバニララジオコンテンツを含むフォルダーに置くことで、独自のチャンネルや音楽を追加できます。",""
"TRBL","トラブルシューティング",""
"TRBL_TIP","CSL Music Mod WikiおよびSteam Workshopのエントリで情報を見つけることができます。
ログを提供したい場合は、「詳細なデバッグログ記録を有効化」を有効にすることを忘れないでください。",""
"VANILLA_CHANNELS","バニラチャンネルを管理",""
"MUSIC_PACKS","音楽パック (再読み込みが必要)",""
"ENABLE_MUSIC_PACKS","音楽パックの音楽を使用",""
"CREATE_CHANNELS_FROM_LEGACY","未使用の音楽ファイルからチャンネルを作成",""
"CHANNEL_ALL_CONT","全コンテンツチャンネル (再読み込みが必要)",""
"CREATE_MIX_CHANNEL","「CSLMusic ミックス」チャンネルを作成",""
"INCLUDE_VANILLA_SONGS","バニラ曲を含める",""
"INCLUDE_MUSIC","音楽を含める",""
"INCLUDE_BLURBS","ジングルを含める",""
"INCLUDE_TALKS","トークを含める",""
"INCLUDE_COMMERCIALS","コマーシャルを含める",""
"INCLUDE_BROADCASTS","放送を含める",""
"ADD_FEAT","追加機能",""
"DISABLED_CONT","コンテンツは無効化可能",""
"CONT_SENS","状況依存コンテンツ",""
"SMOOTH_TRANS","スムーズなトランジション",""
"ADD_CONT_TO_VANILLA","カスタムコンテンツでバニラ局を拡張 (再読み込みが必要)",""
"RESET_DISABLED","無効化されたコンテンツをリセット",""
"RADIO_CONT","ラジオ局コンテンツ (再読み込みが必要)",""
"ENABLE_MUSIC","音楽を有効化",""
"ENABLE_BLURBS","ジングルを有効化",""
"ENABLE_TALKS","トークを有効化",""
"ENABLE_COMMERCIALS","コマーシャルを有効化",""
"ENABLE_BROADCASTS","放送を有効化",""
"SHOUTCUT_OPENPLAYLIST","プレイリストと設定を開く",""
"SHOUTCUT_NEXTTRACK","次のトラック",""
"SHOUTCUT_NEXTSTATION","次の局",""
"ENABLE_PLAYLIST","プレイリストを有効化*",""
"IMPROVED_RADIO_SELECTION","強化されたラジオ局選択 (再読み込みが必要)",""
"OPEN_DIR","ステーション ディレクトリ ボタンを開く",""
"DISABLE_CONT_CHECKBOXES","コンテンツ無効化チェックボックス",""
"VOLUMESLIDER","ドラッグして音楽の音量を変更",""
"SORT_ASCEND","昇順で並べ替え",""
"SORT_DESCEND","降順で並べ替え",""
"CLOSE_PANEL","このパネルを閉じる",""
"SHOW_PLAYLIST","プレイリストの表示/非表示",""
"BUTTON_OPENDIR","ラジオ局を含むフォルダーを開きます。",""
"NOT_RADIO","このチャンネルはラジオチャンネルではありません。カスタム音楽は
「ユーザー定義」、「CSLMusic ミックス」、および
音楽パックによって作成されたチャンネルで見つけることができます。",""
"NO_RESULTS","結果が見つかりませんでした。",""
"DISABLE_CONT_CHECKBOXES_TIP","エントリを無効にするにはダブルクリックします。",""
"USERDEFINED","ユーザー定義",""
"CSLMUSIC_MIX","CSLMusic ミックス",""
"RESET_SETTINGS","設定をリセット",""
